id_estudiante,nombre,anio_ingreso,ciclo,carrera,sociabilidad,comorbilidad,mascarilla
U202501538,Sofia Chavez Palomino,2025,1,Administración y Marketing,0.66,0,0
U202101539,Martin Soto Palomino,2021,9,Derecho,0.4,0,0
U201801540,Marcos Torres Vera,2018,10,Ingeniería de Software,0.83,0,0
U202201541,Cesar Castro Hernandez,2022,7,Ingeniería de Software,0.36,0,0
U201801542,Pablo Paredes Romero,2018,10,Comunicación e Imagen Empresarial,0.51,1,0
U202401543,Andrea Ramirez Rivera,2024,2,Administración,0.7,0,0
U202001544,Rafael Perez Ortega,2020,10,Administración y Finanzas,0.79,0,0
U202101545,Laura Herrera Silva,2021,8,Psicología Educacional,0.55,0,0
U202001546,Franco Carranza Rivera,2020,10,Relaciones Internacionales,0.56,0,0
U201701547,Gabriela Carranza Rivera,2017,10,Comunicación y Periodismo,0.38,0,0
U201901548,Angel Herrera Ortega,2019,10,Ingeniería de Ciberseguridad,1,0,0
U201701549,Noelia Medina Delgado,2017,10,Comunicación e Imagen Empresarial,0.73,0,0
U202201550,Isabella Lopez Aguilar,2022,7,Ingeniería de Sistemas de Información,0.6,0,0
U202101551,Claudia Ramirez Vega,2021,8,Ingeniería de Ciberseguridad,0.85,1,0
U202501552,Rafael Castro Vera,2025,1,Comunicación Audiovisual y Medios Interactivos,0.43,0,0
U202501553,Alonso Salinas Valdez,2025,1,Ingeniería Civil,0.56,0,0
U202101554,Santiago Alvarez Paredes,2021,9,Administración y Finanzas,0.14,0,0
U202501555,Claudia Alvarez Hernandez,2025,1,Administración y Negocios Internacionales,0.56,0,0
U202201556,Gonzalo Paredes Ortega,2022,6,Ingeniería de Sistemas de Información,0.75,0,0
U202301557,Angel Valverde Vega,2023,5,Ingeniería de Gestión Empresarial,0.22,0,0
U202201558,Carla Flores Escobar,2022,7,Ingeniería de Software,0.23,0,0
U202201559,Sebastian Carranza Valdez,2022,7,Ingeniería Industrial,0.67,0,0
U201701560,Sofia Morales Delgado,2017,10,Administración,0.87,0,0
U202401561,Giancarlo Rojas Paredes,2024,2,Ingeniería de Sistemas de Información,0.64,0,0
U202501562,Martin Diaz Hernandez,2025,1,Ingeniería de Software,0.53,0,0
U201801563,Franco Torres Castañeda,2018,10,Ingeniería Civil,0.31,0,0
U202001564,Cesar Lopez Silva,2020,10,Administración,0.47,1,0
U201901565,Javier Herrera Vega,2019,10,Derecho,0.57,0,0
U202501566,Abril Castro Valdez,2025,1,Administración,0.66,0,0
U201901567,Marcos Huamani Aguilar,2019,10,Ingeniería Civil,0.84,0,0
U202201568,Jonatan Torres Delgado,2022,7,Economía y Ciencia de Datos,0.72,0,0
U202401569,Franco Carranza Silva,2024,3,Relaciones Internacionales,0.56,0,0
U202001570,Mauro Garcia Hernandez,2020,10,Comunicación y Periodismo,0.71,0,0
U202101571,Aldo Soto Valdez,2021,8,Comunicación y Marketing,0.53,0,0
U202301572,Claudia Rojas Valdez,2023,5,Ingeniería de Gestión Empresarial,0.83,0,0
U201801573,Pablo Flores Cruz,2018,10,Administración y Marketing,0.41,1,0
U202201574,Laura Soto Romero,2022,6,Comunicación e Imagen Empresarial,0.94,0,0
U202401575,Ignacio Vargas Arreola,2024,2,Administración y Finanzas,0.5,0,0
U201701576,Thiago Valverde Castañeda,2017,10,Ingeniería de Software,0.85,1,0
U202501577,Emilia Soto Cruz,2025,1,Administración y Finanzas,0.54,0,0
U201901578,Alonso Chavez Paredes,2019,10,Ingeniería de Sistemas de Información,0.69,0,0
U201801579,Gonzalo Herrera Arreola,2018,10,Ingeniería de Sistemas de Información,0.63,0,0
U202101580,Mateo Guerrero Ortega,2021,8,Derecho,0.96,0,0
U202001581,Mariana Chavez Paredes,2020,10,Economía y Ciencia de Datos,0.91,0,0
U202001582,Diego Chavez Huamani,2020,10,Administración y Negocios Internacionales,0.72,1,0
U202501583,Gabriela Castro Quispe,2025,1,Comunicación Audiovisual y Medios Interactivos,0.78,0,0
U201901584,Mariana Ramirez Valdez,2019,10,Administración y Marketing,0.74,0,0
U201901585,Laura Reyes Mamani,2019,10,Comunicación y Periodismo,0.55,1,0
U202301586,Gonzalo Rojas Vega,2023,5,Administración y Finanzas,0.67,0,0
U202101587,Camila Dominguez Rivera,2021,9,Administración y Finanzas,0.69,0,0
U202001588,Renata Herrera Palomino,2020,10,Derecho,0.77,1,0
U202001589,Bruno Mendoza Cruz,2020,10,Ingeniería de Gestión Empresarial,0.8,0,0
U202201590,Martin Paredes Palomino,2022,6,Economía y Ciencia de Datos,0.79,0,0
U202401591,Leonardo Herrera Mamani,2024,3,Relaciones Internacionales,0.67,0,0
U201901592,Andrea Valverde Paredes,2019,10,Economía y Ciencia de Datos,0.73,0,0
U202501593,Andrea Vargas Quispe,2025,1,Comunicación y Marketing,0.47,0,0
U202001594,Belen Rojas Zapata,2020,10,Ingeniería de Sistemas de Información,0.33,1,0
U202201595,Mauro Soto Cruz,2022,7,Administración y Marketing,0.43,0,0
U201901596,Martin Lopez Ortega,2019,10,Ingeniería de Gestión Empresarial,0.49,0,0
U201801597,Carla Garcia Paredes,2018,10,Relaciones Internacionales,0.8,0,0
U202501598,Leonardo Soto Mamani,2025,1,Relaciones Internacionales,0.56,0,0
U202101599,Camila Alvarez Rivera,2021,9,Comunicación Audiovisual y Medios Interactivos,0.54,1,0
U202201600,Fabrizio Medina Ortega,2022,6,Relaciones Internacionales,0.35,0,0
U202501601,Gabriela Carranza Ortega,2025,1,Comunicación e Imagen Empresarial,0.62,0,0
U201701602,Belen Chavez Vera,2017,10,Comunicación y Periodismo,0.07,0,0
U202001603,Sebastian Lopez Ortega,2020,10,Administración y Negocios Internacionales,0.26,0,0
U201901604,Valeria Garcia Huamani,2019,10,Contabilidad y Administración,0.66,0,0
U201801605,Claudia Garcia Ibarra,2018,10,Comunicación Audiovisual y Medios Interactivos,0.4,0,0
U202201606,Giancarlo Soto Hernandez,2022,7,Economía y Ciencia de Datos,0.94,1,0
U201701607,Alonso Soto Silva,2017,10,Administración y Marketing,0.62,0,0
U202201608,Diego Mendoza Vega,2022,7,Relaciones Internacionales,0.35,0,0
U201901609,Renata Mendoza Delgado,2019,10,Comunicación y Periodismo,0.67,0,0
U202401610,Elisa Huamani Ibarra,2024,2,Derecho,0.56,1,0
U202001611,Cesar Guerrero Paredes,2020,10,Economía y Ciencia de Datos,0.62,0,0
U201901612,Angel Castro Delgado,2019,10,Administración y Marketing,0.82,0,0
U202001613,Ignacio Paredes Palomino,2020,10,Comunicación Audiovisual y Medios Interactivos,0.83,0,0
U201901614,Liliana Alvarez Campos,2019,10,Contabilidad y Administración,0.72,0,0
U202501615,Claudia Diaz Vega,2025,1,Derecho,0.41,1,0
U202401616,Elisa Reyes Quispe,2024,2,Administración y Negocios Internacionales,0.31,0,0
U202501617,Angel Valverde Ibarra,2025,1,Comunicación y Marketing,0.95,0,0
U202101618,Laura Guerrero Cruz,2021,8,Economía y Ciencia de Datos,0.69,0,0
U201901619,Alonso Medina Valdez,2019,10,Ingeniería de Gestión Empresarial,0.69,0,0
U201901620,Andrea Perez Silva,2019,10,Ingeniería de Gestión Empresarial,1,1,0
U202201621,Diego Alvarez Aguilar,2022,7,Ingeniería de Sistemas de Información,0.73,0,0
U202301622,Valeria Carranza Ortega,2023,4,Ingeniería de Sistemas de Información,0.8,0,0
U202301623,Alejandro Alvarez Paredes,2023,4,Ingeniería Civil,0.36,0,0
U202301624,Jonatan Carranza Quispe,2023,5,Ingeniería de Gestión Empresarial,0.75,0,0
U201701625,Rafael Carranza Castañeda,2017,10,Economía y Ciencia de Datos,0.59,0,0
U202301626,Aldo Garcia Delgado,2023,5,Comunicación y Periodismo,0.6,0,0
U202401627,Elisa Salinas Zapata,2024,3,Comunicación e Imagen Empresarial,0.71,0,0
U202301628,Martin Castro Silva,2023,4,Comunicación Audiovisual y Medios Interactivos,0.61,0,0
U201801629,Liliana Valverde Paredes,2018,10,Administración y Finanzas,0.8,0,0
U202201630,Daniel Mendoza Romero,2022,6,Contabilidad y Administración,0.67,0,0
U202501631,Valentino Salinas Campos,2025,1,Administración,0.69,0,0
U202201632,Gabriela Lopez Palomino,2022,7,Ingeniería de Gestión Empresarial,0.5,0,0
U201701633,Andrea Carranza Campos,2017,10,Ingeniería de Gestión Empresarial,0.76,0,0
U202501634,Thiago Garcia Cruz,2025,1,Ingeniería Industrial,0.78,0,0
U202301635,Valeria Diaz Castañeda,2023,4,Contabilidad y Finanzas,0.62,0,0
U202401636,Santiago Ramirez Ibarra,2024,2,Economía y Ciencia de Datos,0.94,0,0
U202101637,Matias Huamani Vera,2021,8,Comunicación Audiovisual y Medios Interactivos,0.91,0,0
U201801638,Cesar Valverde Paredes,2018,10,Derecho,0.89,0,0
U201701639,Franco Cabrera Ibarra,2017,10,Administración y Marketing,0.76,1,0
U202401640,Lucia Morales Zapata,2024,2,Comunicación Audiovisual y Medios Interactivos,0.5,0,0
U202501641,Jonatan Vargas Escobar,2025,1,Ingeniería Industrial,0.61,0,0
U201901642,Angel Dominguez Escobar,2019,10,Psicología Educacional,0.71,0,0
U202001643,Javier Carranza Huamani,2020,10,Ingeniería Industrial,0.85,0,0
U202401644,Diego Alvarez Silva,2024,2,Ingeniería de Software,0.62,0,0
U202401645,Andrea Gomez Romero,2024,3,Ingeniería de Gestión Empresarial,0.73,0,0
U202401646,Franco Chavez Ortega,2024,2,Ingeniería de Software,0.7,0,0
U202401647,Liliana Carranza Delgado,2024,3,Comunicación y Marketing,0.74,0,0
U202501648,Claudia Alvarez Silva,2025,1,Ingeniería Industrial,0.56,0,0
U202001649,Pablo Diaz Rivera,2020,10,Comunicación y Periodismo,0.52,0,0
U202401650,Diego Torres Ibarra,2024,3,Derecho,1,0,0
U201901651,Abril Soto Arreola,2019,10,Psicología Educacional,0.69,0,0
U202501652,Mateo Cabrera Delgado,2025,1,Psicología Educacional,0.91,0,0
U201801653,Andrea Paredes Cruz,2018,10,Contabilidad y Finanzas,0.43,0,0
U202201654,Belen Gomez Ibarra,2022,7,Ingeniería de Gestión Empresarial,0.36,0,0
U201801655,Isabella Paredes Valdez,2018,10,Derecho,0.79,0,0
U202001656,Mauro Morales Palomino,2020,10,Ingeniería de Ciberseguridad,0.95,0,0
U202201657,Fabrizio Torres Aguilar,2022,6,Comunicación y Periodismo,0.48,0,0
U202101658,Mariana Alvarez Arreola,2021,8,Economía y Ciencia de Datos,0.62,0,0
U201801659,Emilia Soto Palomino,2018,10,Contabilidad y Administración,0.3,0,0
U202201660,Ignacio Reyes Aguilar,2022,7,Ingeniería de Ciberseguridad,1,0,0
U202301661,Leonardo Mendoza Silva,2023,5,Administración y Finanzas,0.86,0,0
U202001662,Javier Vargas Campos,2020,10,Contabilidad y Finanzas,0.91,0,0
U202501663,Leonardo Carranza Escobar,2025,1,Comunicación y Periodismo,1,0,0
U201701664,Romina Diaz Salas,2017,10,Ingeniería de Ciberseguridad,0.59,0,0
U202301665,Ignacio Mendoza Rivera,2023,5,Economía y Ciencia de Datos,0.68,0,0
U201901666,Camila Dominguez Ortega,2019,10,Psicología Educacional,0.51,0,0
U202401667,Santiago Soto Ortega,2024,3,Psicología Educacional,0.96,0,0
U201701668,Fabrizio Soto Delgado,2017,10,Derecho,0.71,0,0
U202001669,Roxana Alvarez Ibarra,2020,10,Economía y Ciencia de Datos,0.67,0,0
U202001670,Ignacio Torres Aguilar,2020,10,Psicología Educacional,0.46,1,0
U202501671,Elisa Carranza Vera,2025,1,Derecho,0.88,0,0
U201901672,Noelia Paredes Mamani,2019,10,Economía y Ciencia de Datos,0.3,0,0
U202201673,Leonardo Diaz Romero,2022,6,Contabilidad y Administración,0.23,0,0
U201801674,Pablo Ramirez Quispe,2018,10,Contabilidad y Finanzas,0.51,0,0
U202101675,Mauro Morales Zapata,2021,8,Administración y Marketing,0.61,0,0
U202101676,Elisa Flores Ibarra,2021,9,Administración y Finanzas,0.55,0,0
U201801677,Diego Herrera Romero,2018,10,Relaciones Internacionales,0.44,0,0
U202101678,Gonzalo Flores Palomino,2021,8,Ingeniería de Sistemas de Información,0.77,0,0
U202501679,Diego Dominguez Hernandez,2025,1,Comunicación Audiovisual y Medios Interactivos,0.88,0,0
U202401680,Liliana Alvarez Hernandez,2024,2,Ingeniería Industrial,0.62,0,0
U201701681,Fabrizio Salinas Escobar,2017,10,Comunicación e Imagen Empresarial,0.72,0,0
U202401682,Paula Cabrera Quispe,2024,3,Relaciones Internacionales,0.91,0,0
U202201683,Paula Lopez Paredes,2022,6,Ingeniería Industrial,0.53,0,0
U202401684,Daniel Garcia Valdez,2024,2,Administración y Marketing,0.35,0,0
U201801685,Carla Vargas Salas,2018,10,Psicología Educacional,0.17,0,0
U201801686,Roxana Huamani Castañeda,2018,10,Relaciones Internacionales,0.7,0,0
U202301687,Abril Reyes Escobar,2023,4,Ingeniería de Ciberseguridad,0.66,0,0
U201701688,Claudia Diaz Delgado,2017,10,Relaciones Internacionales,1,0,0
U202401689,Roxana Soto Zapata,2024,2,Administración,0.71,0,0
U202201690,Diego Mendoza Silva,2022,7,Administración y Finanzas,0.57,0,0
U202201691,Camila Reyes Delgado,2022,7,Comunicación y Marketing,0.48,0,0
U202401692,Cesar Herrera Mamani,2024,2,Contabilidad y Finanzas,0.67,0,0
U202201693,Ignacio Paredes Romero,2022,7,Economía y Ciencia de Datos,0.58,0,0
U201901694,Sebastian Soto Palomino,2019,10,Comunicación y Marketing,0.79,0,0
U202201695,Javier Valverde Arreola,2022,7,Economía y Ciencia de Datos,0.79,0,0
U202401696,Gonzalo Guerrero Quispe,2024,2,Relaciones Internacionales,1,0,0
U202301697,Alonso Salinas Vega,2023,4,Ingeniería Industrial,0.5,1,0
U202201698,Aldo Alvarez Paredes,2022,7,Administración,0.85,0,0
U201801699,Cesar Alvarez Escobar,2018,10,Economía y Ciencia de Datos,0.9,0,0
U202001700,Mariana Castro Vera,2020,10,Ingeniería Civil,0.58,0,0
U202401701,Carla Reyes Salas,2024,3,Contabilidad y Finanzas,0.8,0,0
U202001702,Renata Castro Paredes,2020,10,Psicología Educacional,0.39,0,0
U202201703,Valeria Valverde Campos,2022,7,Comunicación y Periodismo,0.46,0,0
U201801704,Andrea Huamani Vera,2018,10,Ingeniería de Software,0.52,0,0
U201801705,Liliana Flores Zapata,2018,10,Relaciones Internacionales,0.7,0,0
U201701706,Isabella Alvarez Mamani,2017,10,Contabilidad y Administración,0.34,0,0
U201701707,Abril Castro Mamani,2017,10,Psicología Educacional,0.66,0,0
U202001708,Claudia Morales Huamani,2020,10,Ingeniería Civil,0.21,0,0
U202001709,Elisa Herrera Delgado,2020,10,Ingeniería Industrial,0.79,0,0
U202301710,Carla Garcia Huamani,2023,5,Contabilidad y Finanzas,0.19,0,0
U202501711,Sofia Cabrera Salas,2025,1,Comunicación y Periodismo,0.87,0,0
U201701712,Angel Valverde Cruz,2017,10,Ingeniería Industrial,0.48,0,0
U202401713,Gonzalo Carranza Salas,2024,3,Ingeniería Industrial,0.42,0,0
U202201714,Sebastian Torres Salas,2022,7,Comunicación y Marketing,0.44,0,0
U202101715,Ignacio Soto Palomino,2021,9,Contabilidad y Administración,0.54,0,0
U202301716,Diego Carranza Campos,2023,5,Administración y Finanzas,0.61,0,0
U202001717,Ignacio Rojas Cruz,2020,10,Psicología Educacional,0.69,0,0
U201901718,Martin Castro Cruz,2019,10,Psicología Educacional,0.73,0,0
U201801719,Laura Carranza Zapata,2018,10,Contabilidad y Finanzas,0.71,0,0
U202401720,Jonatan Paredes Ortega,2024,2,Administración y Finanzas,0.65,1,0
U201901721,Isabella Reyes Palomino,2019,10,Relaciones Internacionales,0.59,1,0
U201701722,Isabella Alvarez Campos,2017,10,Contabilidad y Finanzas,0.6,0,0
U202301723,Alonso Diaz Silva,2023,5,Psicología Educacional,0.38,0,0
U202101724,Romina Huamani Huamani,2021,8,Administración,0.65,0,0
U202301725,Paula Alvarez Castañeda,2023,5,Administración y Negocios Internacionales,0.63,0,0
U202201726,Leonardo Herrera Paredes,2022,7,Administración y Finanzas,0.81,0,0
U201901727,Sofia Herrera Salas,2019,10,Derecho,0.76,0,0
U201801728,Sebastian Lopez Palomino,2018,10,Comunicación y Periodismo,0.74,0,0
U202101729,Sofia Morales Rivera,2021,8,Ingeniería Industrial,0.49,0,0
U201901730,Lucia Castro Arreola,2019,10,Administración y Marketing,0.6,0,0
U201901731,Laura Mendoza Vera,2019,10,Ingeniería de Sistemas de Información,0.08,0,0
U202201732,Javier Salinas Quispe,2022,6,Derecho,0.68,0,0
U202501733,Pablo Salinas Rivera,2025,1,Administración,0.53,0,0
U201901734,Giancarlo Valverde Zapata,2019,10,Comunicación y Periodismo,0.79,0,0
U202001735,Paula Perez Campos,2020,10,Comunicación e Imagen Empresarial,0.29,0,0
U202101736,Santiago Rojas Mamani,2021,9,Administración,0.59,0,0
U202001737,Mauro Vargas Palomino,2020,10,Comunicación e Imagen Empresarial,0.7,0,0
U202301738,Mateo Valverde Delgado,2023,5,Relaciones Internacionales,0.69,1,0
U202501739,Abril Carranza Romero,2025,1,Relaciones Internacionales,0.83,0,0
U202501740,Renata Ramirez Huamani,2025,1,Comunicación Audiovisual y Medios Interactivos,0.7,0,0
U201801741,Valeria Cabrera Ibarra,2018,10,Contabilidad y Administración,0.52,0,0
U202501742,Sebastian Soto Aguilar,2025,1,Economía y Ciencia de Datos,0.08,0,0
U202501743,Emilia Paredes Huamani,2025,1,Ingeniería de Ciberseguridad,0.73,0,0
U202401744,Alejandro Huamani Zapata,2024,3,Ingeniería de Sistemas de Información,0.65,0,0
U202401745,Marcos Torres Paredes,2024,2,Comunicación e Imagen Empresarial,0.59,0,0
U201701746,Ignacio Lopez Zapata,2017,10,Relaciones Internacionales,0.79,0,0
U202401747,Camila Lopez Campos,2024,3,Administración,1,0,0
U201801748,Camila Reyes Valdez,2018,10,Derecho,0.61,0,0
U202101749,Jonatan Vargas Huamani,2021,8,Contabilidad y Administración,0.35,1,0
U202201750,Santiago Mendoza Quispe,2022,6,Economía y Ciencia de Datos,0.76,0,0
U202301751,Thiago Medina Arreola,2023,4,Ingeniería de Ciberseguridad,0.63,0,0
U202301752,Valentino Cabrera Vega,2023,5,Administración,0.86,0,0
U202001753,Giancarlo Morales Campos,2020,10,Ingeniería Civil,0.88,1,0
U202201754,Romina Flores Quispe,2022,6,Economía y Ciencia de Datos,0.54,0,0
U202201755,Bruno Cabrera Quispe,2022,7,Economía y Ciencia de Datos,0.61,0,0
U202001756,Marcos Castro Valdez,2020,10,Administración y Negocios Internacionales,0.58,0,0
U202401757,Laura Castro Delgado,2024,2,Contabilidad y Administración,0.82,0,0
U202501758,Belen Vargas Aguilar,2025,1,Comunicación Audiovisual y Medios Interactivos,0.58,1,0
U201801759,Daniel Castro Ortega,2018,10,Derecho,0.4,1,0
U202301760,Angel Cabrera Escobar,2023,5,Derecho,0.71,0,0
U202101761,Alonso Salinas Vega,2021,8,Comunicación e Imagen Empresarial,0.86,0,0
U202401762,Pablo Dominguez Campos,2024,2,Ingeniería Civil,0.78,0,0
U201701763,Claudia Chavez Paredes,2017,10,Comunicación y Marketing,0.59,1,0
U202101764,Giancarlo Guerrero Ibarra,2021,9,Contabilidad y Finanzas,0.8,0,0
U202101765,Romina Carranza Aguilar,2021,9,Ingeniería Industrial,0.36,1,0
U202001766,Romina Soto Aguilar,2020,10,Administración y Negocios Internacionales,0.62,0,0
U202301767,Paula Rojas Romero,2023,5,Administración y Finanzas,0.7,0,0
U202201768,Andrea Huamani Ortega,2022,7,Derecho,0.52,0,0
U201801769,Fabrizio Valverde Salas,2018,10,Administración y Marketing,0.64,0,0
U202001770,Lucia Carranza Salas,2020,10,Psicología Educacional,0.85,1,0
U202401771,Abril Soto Palomino,2024,2,Ingeniería Industrial,0.85,0,0
U202401772,Valentino Lopez Ibarra,2024,2,Ingeniería Industrial,0.78,0,0
U201801773,Gonzalo Alvarez Salas,2018,10,Contabilidad y Finanzas,0.54,0,0
U202101774,Camila Valverde Quispe,2021,9,Relaciones Internacionales,0.94,1,0
U201701775,Fabrizio Perez Cruz,2017,10,Administración y Marketing,0.26,0,0
U201801776,Paula Cabrera Paredes,2018,10,Comunicación e Imagen Empresarial,0.37,0,0
U202001777,Alejandro Soto Palomino,2020,10,Administración y Finanzas,0.76,0,0
U202201778,Marcos Cabrera Mamani,2022,7,Comunicación y Marketing,0.81,0,0
U202401779,Ariana Vargas Valdez,2024,2,Contabilidad y Finanzas,0.61,0,0
U202401780,Emilia Valverde Quispe,2024,2,Administración y Marketing,0.23,0,0
U201801781,Ignacio Medina Arreola,2018,10,Ingeniería de Gestión Empresarial,0.38,0,0
U201801782,Sofia Soto Hernandez,2018,10,Comunicación e Imagen Empresarial,0.67,0,0
U202401783,Daniel Carranza Castañeda,2024,2,Ingeniería de Gestión Empresarial,0.63,0,0
U202301784,Alejandro Alvarez Vega,2023,5,Ingeniería de Ciberseguridad,0.7,0,0
U201701785,Laura Garcia Escobar,2017,10,Derecho,0.61,1,0
U202001786,Belen Ramirez Castañeda,2020,10,Ingeniería Civil,0.76,0,0
U202101787,Carla Rojas Castañeda,2021,9,Contabilidad y Finanzas,1,0,0
U202501788,Jonatan Mendoza Ibarra,2025,1,Economía y Ciencia de Datos,0.5,0,0
U201701789,Belen Valverde Campos,2017,10,Ingeniería de Ciberseguridad,0.63,0,0
U202301790,Angel Gomez Rivera,2023,5,Administración y Finanzas,0.54,0,0
U201701791,Noelia Carranza Escobar,2017,10,Economía y Ciencia de Datos,0.57,0,0
U201901792,Cesar Castro Silva,2019,10,Ingeniería de Software,0.57,1,0
U201801793,Belen Ramirez Escobar,2018,10,Comunicación e Imagen Empresarial,0.54,0,0
U202401794,Andrea Castro Mamani,2024,3,Derecho,0.4,0,0
U201701795,Mateo Lopez Zapata,2017,10,Relaciones Internacionales,0.51,0,0
U202001796,Claudia Herrera Palomino,2020,10,Ingeniería Industrial,0.48,1,0
U202101797,Aldo Morales Rivera,2021,9,Comunicación y Marketing,0.79,1,0
U201901798,Andrea Torres Rivera,2019,10,Contabilidad y Finanzas,0.55,0,0
U202301799,Fabrizio Castro Valdez,2023,5,Ingeniería Industrial,0.69,0,0
U201801800,Rafael Morales Romero,2018,10,Administración,0.65,0,0
U202401801,Alonso Mendoza Quispe,2024,3,Comunicación e Imagen Empresarial,0.94,0,0
U201801802,Isabella Chavez Salas,2018,10,Psicología Educacional,0.52,0,0
U202301803,Paula Chavez Zapata,2023,4,Administración y Marketing,0.44,0,0
U201901804,Romina Paredes Cruz,2019,10,Ingeniería de Sistemas de Información,0.92,0,0
U202201805,Noelia Garcia Paredes,2022,7,Ingeniería de Sistemas de Información,0.62,0,0
U202301806,Paula Dominguez Cruz,2023,5,Ingeniería de Software,0.37,1,0
U202301807,Giancarlo Guerrero Palomino,2023,4,Economía y Ciencia de Datos,0.57,1,0
U202001808,Valentino Paredes Mamani,2020,10,Derecho,0.31,0,0
U202101809,Lucia Herrera Aguilar,2021,8,Ingeniería de Gestión Empresarial,0.65,0,0
U201701810,Andrea Gomez Arreola,2017,10,Administración y Finanzas,0.62,0,0
U201901811,Camila Ramirez Zapata,2019,10,Ingeniería Industrial,0.5,0,0
U202301812,Mauro Castro Mamani,2023,5,Administración,0.92,0,0
U202501813,Romina Garcia Zapata,2025,1,Ingeniería de Sistemas de Información,0.21,0,0
U202201814,Leonardo Herrera Quispe,2022,6,Derecho,0.62,0,0
U202501815,Belen Reyes Mamani,2025,1,Comunicación Audiovisual y Medios Interactivos,0.22,0,0
U202201816,Camila Soto Vera,2022,7,Comunicación e Imagen Empresarial,0.64,1,0
U201701817,Carla Herrera Palomino,2017,10,Contabilidad y Administración,0.47,0,0
U202301818,Noelia Huamani Palomino,2023,5,Ingeniería de Gestión Empresarial,0.54,0,0
U202101819,Romina Valverde Arreola,2021,9,Derecho,0.78,0,0
U201701820,Thiago Herrera Zapata,2017,10,Contabilidad y Finanzas,0.86,0,0
U202101821,Sofia Valverde Huamani,2021,9,Economía y Ciencia de Datos,0.68,0,0
U201701822,Paula Chavez Rivera,2017,10,Economía y Ciencia de Datos,0.35,0,0
U202401823,Alonso Flores Aguilar,2024,3,Comunicación y Marketing,0.47,0,0
U201801824,Angel Cabrera Escobar,2018,10,Ingeniería de Gestión Empresarial,0.55,0,0
U202101825,Renata Valverde Arreola,2021,8,Ingeniería Industrial,0.3,0,0
U202401826,Diego Valverde Vera,2024,3,Psicología Educacional,0.81,0,0
U202301827,Noelia Garcia Cruz,2023,5,Psicología Educacional,0.65,0,0
U202201828,Paula Vargas Aguilar,2022,6,Administración y Negocios Internacionales,0.44,0,0
U201901829,Romina Chavez Vera,2019,10,Administración y Marketing,0.7,0,0
U202301830,Isabella Cabrera Huamani,2023,5,Ingeniería Industrial,0.3,0,0
U201701831,Diego Morales Arreola,2017,10,Administración y Negocios Internacionales,0.86,1,0
U202401832,Isabella Huamani Ibarra,2024,2,Ingeniería de Software,0.95,0,0
U201901833,Martin Herrera Zapata,2019,10,Comunicación Audiovisual y Medios Interactivos,0.26,0,0
U201801834,Romina Valverde Cruz,2018,10,Contabilidad y Administración,0.45,0,0
U201801835,Carla Flores Zapata,2018,10,Relaciones Internacionales,0.39,0,0
U202201836,Aldo Alvarez Cruz,2022,7,Ingeniería de Gestión Empresarial,0.63,0,0
U201801837,Giancarlo Diaz Ortega,2018,10,Ingeniería de Sistemas de Información,0.47,1,0
U202101838,Alejandro Perez Huamani,2021,8,Psicología Educacional,0.81,0,0
U202001839,Camila Torres Salas,2020,10,Ingeniería Industrial,0.7,0,0
U202001840,Mateo Ramirez Rivera,2020,10,Economía y Ciencia de Datos,0.52,1,0
U201901841,Sofia Reyes Mamani,2019,10,Ingeniería Civil,0.75,1,0
U201801842,Javier Chavez Ortega,2018,10,Psicología Educacional,0.49,1,0
U201901843,Laura Vargas Aguilar,2019,10,Comunicación y Periodismo,0.42,1,0
U201801844,Gonzalo Garcia Romero,2018,10,Comunicación y Marketing,0.93,0,0
U202201845,Mariana Diaz Mamani,2022,6,Comunicación Audiovisual y Medios Interactivos,0.63,0,0
U202001846,Daniel Perez Paredes,2020,10,Comunicación y Periodismo,0.74,1,0
U202301847,Bruno Mendoza Romero,2023,4,Derecho,0.59,0,0
U202101848,Laura Vargas Rivera,2021,9,Relaciones Internacionales,0.79,1,0
U202201849,Ariana Torres Vega,2022,7,Comunicación y Periodismo,0.94,0,0
U202001850,Matias Carranza Ortega,2020,10,Administración y Marketing,0.46,0,0
U202401851,Rafael Flores Salas,2024,2,Contabilidad y Finanzas,0.95,0,0
U202301852,Santiago Guerrero Ortega,2023,5,Ingeniería de Sistemas de Información,0.73,1,0
U202201853,Andrea Morales Vega,2022,6,Administración y Finanzas,0.66,0,0
U202401854,Camila Herrera Castañeda,2024,2,Ingeniería de Ciberseguridad,0.84,0,0
U202001855,Leonardo Paredes Vera,2020,10,Relaciones Internacionales,0.77,0,0
U201801856,Ignacio Perez Zapata,2018,10,Ingeniería de Sistemas de Información,1,0,0
U201701857,Javier Guerrero Escobar,2017,10,Administración y Finanzas,0.59,1,0
U201901858,Jonatan Lopez Paredes,2019,10,Ingeniería de Ciberseguridad,0.72,0,0
U202401859,Natalia Torres Vega,2024,3,Comunicación e Imagen Empresarial,0.46,0,0
U202301860,Alejandro Salinas Vera,2023,4,Comunicación y Periodismo,0.5,0,0
U201701861,Ariana Huamani Ibarra,2017,10,Ingeniería de Sistemas de Información,0.31,0,0
U201801862,Rafael Lopez Campos,2018,10,Ingeniería de Sistemas de Información,0.5,1,0
U202401863,Emilia Gomez Delgado,2024,2,Administración,0.87,0,0
U202201864,Liliana Dominguez Ortega,2022,6,Psicología Educacional,0.62,0,0
